"emp_no","birth_date","first_name","last_name","gender","hire_date","emp_no","salary","from_date","to_date"
82942,"1963-06-15",Weiyi,Heinisuo,F,"1999-07-25",82942,44176,"2001-11-20","9999-01-01"
82985,"1954-12-02",Caolyn,Usdin,M,"1999-01-04",82985,41868,"1999-02-19","2000-02-19"
82985,"1954-12-02",Caolyn,Usdin,M,"1999-01-04",82985,42509,"2000-02-19","2001-02-18"
82985,"1954-12-02",Caolyn,Usdin,M,"1999-01-04",82985,45834,"2001-02-18","2002-02-18"
82985,"1954-12-02",Caolyn,Usdin,M,"1999-01-04",82985,48328,"2002-02-18","9999-01-01"
83011,"1957-12-30",Shao,Bage,M,"1999-10-19",83011,40000,"1999-12-07","2000-12-06"
83011,"1957-12-30",Shao,Bage,M,"1999-10-19",83011,42533,"2000-12-06","2001-12-06"
83011,"1957-12-30",Shao,Bage,M,"1999-10-19",83011,42558,"2001-12-06","9999-01-01"
83076,"1960-09-07",Jacopo,Thiria,M,"1999-07-20",83076,53152,"2000-02-01","2000-08-26"
83140,"1956-07-01",Atreyi,Yoshizawa,F,"1999-02-13",83140,40000,"1999-10-13","2000-10-12"
83140,"1956-07-01",Atreyi,Yoshizawa,F,"1999-02-13",83140,43434,"2000-10-12","2001-10-12"
83140,"1956-07-01",Atreyi,Yoshizawa,F,"1999-02-13",83140,45221,"2001-10-12","9999-01-01"
83272,"1962-10-03",Mohammad,Douceur,F,"1999-02-27",83272,40000,"1999-02-27","2000-02-27"
83272,"1962-10-03",Mohammad,Douceur,F,"1999-02-27",83272,43222,"2000-02-27","2001-02-26"
83272,"1962-10-03",Mohammad,Douceur,F,"1999-02-27",83272,47399,"2001-02-26","2002-02-26"
83272,"1962-10-03",Mohammad,Douceur,F,"1999-02-27",83272,49557,"2002-02-26","9999-01-01"
83349,"1957-02-12",Bernt,Benzmuller,F,"1999-04-20",83349,101593,"1999-05-15","2000-05-14"
83349,"1957-02-12",Bernt,Benzmuller,F,"1999-04-20",83349,104657,"2000-05-14","2001-05-14"
83349,"1957-02-12",Bernt,Benzmuller,F,"1999-04-20",83349,107831,"2001-05-14","2002-05-14"
83349,"1957-02-12",Bernt,Benzmuller,F,"1999-04-20",83349,108327,"2002-05-14","9999-01-01"
83378,"1962-04-08",Ranan,Senzako,F,"1999-01-10",83378,40000,"1999-01-10","2000-01-10"
83378,"1962-04-08",Ranan,Senzako,F,"1999-01-10",83378,43411,"2000-01-10","2001-01-09"
83378,"1962-04-08",Ranan,Senzako,F,"1999-01-10",83378,43876,"2001-01-09","2002-01-09"
83378,"1962-04-08",Ranan,Senzako,F,"1999-01-10",83378,44253,"2002-01-09","9999-01-01"
83901,"1959-04-30",Janalee,Oskamp,M,"1999-01-30",83901,51630,"1999-01-30","2000-01-30"
83901,"1959-04-30",Janalee,Oskamp,M,"1999-01-30",83901,52023,"2000-01-30","2001-01-29"
83901,"1959-04-30",Janalee,Oskamp,M,"1999-01-30",83901,54515,"2001-01-29","2002-01-29"
83901,"1959-04-30",Janalee,Oskamp,M,"1999-01-30",83901,57034,"2002-01-29","9999-01-01"
83907,"1959-08-11",Remco,Danner,F,"1999-05-29",83907,40000,"1999-05-29","2000-05-28"
83907,"1959-08-11",Remco,Danner,F,"1999-05-29",83907,42917,"2000-05-28","2001-05-28"
83907,"1959-08-11",Remco,Danner,F,"1999-05-29",83907,46324,"2001-05-28","2002-05-28"
83907,"1959-08-11",Remco,Danner,F,"1999-05-29",83907,48320,"2002-05-28","9999-01-01"
84182,"1960-09-16",Guadalupe,Manders,M,"1999-01-23",84182,40000,"1999-01-23","2000-01-23"
84182,"1960-09-16",Guadalupe,Manders,M,"1999-01-23",84182,40490,"2000-01-23","2001-01-22"
84182,"1960-09-16",Guadalupe,Manders,M,"1999-01-23",84182,44825,"2001-01-22","2002-01-22"
84182,"1960-09-16",Guadalupe,Manders,M,"1999-01-23",84182,45229,"2002-01-22","9999-01-01"
84186,"1964-10-16",Sumant,Lorho,F,"1999-04-03",84186,45874,"1999-11-27","2000-11-26"
84186,"1964-10-16",Sumant,Lorho,F,"1999-04-03",84186,45879,"2000-11-26","2001-11-26"
84186,"1964-10-16",Sumant,Lorho,F,"1999-04-03",84186,48854,"2001-11-26","9999-01-01"
84220,"1964-05-30",Yurii,Masada,F,"1999-03-16",84220,77655,"1999-03-27","2000-03-26"
84220,"1964-05-30",Yurii,Masada,F,"1999-03-16",84220,77539,"2000-03-26","2001-03-26"
84220,"1964-05-30",Yurii,Masada,F,"1999-03-16",84220,79648,"2001-03-26","2002-03-26"
84220,"1964-05-30",Yurii,Masada,F,"1999-03-16",84220,80768,"2002-03-26","9999-01-01"
84310,"1956-06-17",Roddy,Engberts,F,"1999-02-13",84310,40000,"1999-02-13","2000-02-13"
84310,"1956-06-17",Roddy,Engberts,F,"1999-02-13",84310,42128,"2000-02-13","2001-02-12"
84310,"1956-06-17",Roddy,Engberts,F,"1999-02-13",84310,45678,"2001-02-12","2002-02-12"
84310,"1956-06-17",Roddy,Engberts,F,"1999-02-13",84310,48159,"2002-02-12","9999-01-01"
84978,"1954-07-09",Yuguang,Rajaraman,M,"1999-10-16",84978,43911,"1999-11-08","2000-11-07"
84978,"1954-07-09",Yuguang,Rajaraman,M,"1999-10-16",84978,47978,"2000-11-07","2001-11-07"
84978,"1954-07-09",Yuguang,Rajaraman,M,"1999-10-16",84978,49604,"2001-11-07","9999-01-01"
85408,"1959-06-27",Vitaly,Erie,M,"1999-08-25",85408,53616,"1999-08-25","2000-08-24"
85408,"1959-06-27",Vitaly,Erie,M,"1999-08-25",85408,56624,"2000-08-24","2001-08-24"
85408,"1959-06-27",Vitaly,Erie,M,"1999-08-25",85408,59810,"2001-08-24","9999-01-01"
85414,"1965-01-14",Chiradeep,Callaway,F,"1999-01-19",85414,46065,"1999-07-30","2000-07-29"
85414,"1965-01-14",Chiradeep,Callaway,F,"1999-01-19",85414,46005,"2000-07-29","2001-07-29"
85414,"1965-01-14",Chiradeep,Callaway,F,"1999-01-19",85414,46102,"2001-07-29","2002-07-29"
85414,"1965-01-14",Chiradeep,Callaway,F,"1999-01-19",85414,47773,"2002-07-29","9999-01-01"
85455,"1964-03-20",Oscal,Sadowsky,M,"1999-03-27",85455,40000,"1999-08-21","2000-08-20"
85455,"1964-03-20",Oscal,Sadowsky,M,"1999-03-27",85455,41971,"2000-08-20","2001-08-20"
85455,"1964-03-20",Oscal,Sadowsky,M,"1999-03-27",85455,45072,"2001-08-20","9999-01-01"
85682,"1963-05-02",Vidar,Turnbull,M,"1999-05-07",85682,40000,"1999-05-07","2000-05-06"
85682,"1963-05-02",Vidar,Turnbull,M,"1999-05-07",85682,40193,"2000-05-06","2001-05-06"
85682,"1963-05-02",Vidar,Turnbull,M,"1999-05-07",85682,39721,"2001-05-06","2002-05-06"
85682,"1963-05-02",Vidar,Turnbull,M,"1999-05-07",85682,39285,"2002-05-06","9999-01-01"
86084,"1960-03-15",Laurentiu,Pepe,F,"1999-03-14",86084,89175,"1999-03-14","2000-03-13"
86084,"1960-03-15",Laurentiu,Pepe,F,"1999-03-14",86084,90896,"2000-03-13","2001-03-13"
86084,"1960-03-15",Laurentiu,Pepe,F,"1999-03-14",86084,92779,"2001-03-13","2002-03-13"
86084,"1960-03-15",Laurentiu,Pepe,F,"1999-03-14",86084,97127,"2002-03-13","9999-01-01"
86160,"1956-09-16",Guther,Milicia,M,"1999-07-06",86160,56507,"1999-07-22","2000-07-21"
86160,"1956-09-16",Guther,Milicia,M,"1999-07-06",86160,60106,"2000-07-21","2001-07-21"
86160,"1956-09-16",Guther,Milicia,M,"1999-07-06",86160,63028,"2001-07-21","2002-07-21"
86160,"1956-09-16",Guther,Milicia,M,"1999-07-06",86160,62999,"2002-07-21","9999-01-01"
86212,"1957-02-01",Tesuya,Suppi,F,"1999-08-28",86212,40000,"1999-12-22","2000-03-16"
86240,"1963-05-23",Noritoshi,Bernardinello,F,"1999-04-11",86240,40000,"1999-04-11","2000-04-10"
86240,"1963-05-23",Noritoshi,Bernardinello,F,"1999-04-11",86240,41614,"2000-04-10","2001-04-10"
86240,"1963-05-23",Noritoshi,Bernardinello,F,"1999-04-11",86240,44872,"2001-04-10","2002-04-10"
86240,"1963-05-23",Noritoshi,Bernardinello,F,"1999-04-11",86240,48688,"2002-04-10","9999-01-01"
86725,"1959-05-28",Tze,Melichar,M,"1999-07-15",86725,55763,"1999-07-15","2000-07-14"
86725,"1959-05-28",Tze,Melichar,M,"1999-07-15",86725,58328,"2000-07-14","2001-07-14"
86725,"1959-05-28",Tze,Melichar,M,"1999-07-15",86725,60761,"2001-07-14","2002-07-14"
86725,"1959-05-28",Tze,Melichar,M,"1999-07-15",86725,61913,"2002-07-14","9999-01-01"
86965,"1962-02-04",Feixiong,Luit,F,"1999-07-28",86965,84576,"1999-12-03","2000-12-02"
86965,"1962-02-04",Feixiong,Luit,F,"1999-07-28",86965,85154,"2000-12-02","2001-12-02"
86965,"1962-02-04",Feixiong,Luit,F,"1999-07-28",86965,88697,"2001-12-02","9999-01-01"
87015,"1959-12-06",Kasidit,Brendel,M,"1999-02-23",87015,40000,"1999-02-23","2000-02-23"
87015,"1959-12-06",Kasidit,Brendel,M,"1999-02-23",87015,44329,"2000-02-23","2001-02-22"
87015,"1959-12-06",Kasidit,Brendel,M,"1999-02-23",87015,44662,"2001-02-22","2002-02-22"
87015,"1959-12-06",Kasidit,Brendel,M,"1999-02-23",87015,47593,"2002-02-22","9999-01-01"
87025,"1955-11-01",DeForest,Ohori,F,"1999-11-06",87025,49041,"1999-12-31","2000-12-30"
87025,"1955-11-01",DeForest,Ohori,F,"1999-11-06",87025,52553,"2000-12-30","2001-12-30"
87025,"1955-11-01",DeForest,Ohori,F,"1999-11-06",87025,53240,"2001-12-30","9999-01-01"
87098,"1962-09-26",Kousuke,Selvestrel,M,"1999-05-01",87098,49460,"1999-11-18","2000-11-17"
87098,"1962-09-26",Kousuke,Selvestrel,M,"1999-05-01",87098,53217,"2000-11-17","2001-11-17"
87098,"1962-09-26",Kousuke,Selvestrel,M,"1999-05-01",87098,57498,"2001-11-17","9999-01-01"
87123,"1952-12-08",Chenxi,Foote,F,"1999-04-28",87123,54100,"1999-07-02","2000-07-01"
87123,"1952-12-08",Chenxi,Foote,F,"1999-04-28",87123,56158,"2000-07-01","2000-08-29"
87750,"1958-03-13",Uli,Gide,M,"1999-08-21",87750,40000,"1999-12-21","2000-12-20"
87750,"1958-03-13",Uli,Gide,M,"1999-08-21",87750,43830,"2000-12-20","2001-12-20"
87750,"1958-03-13",Uli,Gide,M,"1999-08-21",87750,44960,"2001-12-20","9999-01-01"
87791,"1962-09-24",Oldrich,Sambasivam,F,"1999-05-05",87791,65770,"1999-07-19","2000-07-18"
87791,"1962-09-24",Oldrich,Sambasivam,F,"1999-05-05",87791,68647,"2000-07-18","2001-07-18"
87791,"1962-09-24",Oldrich,Sambasivam,F,"1999-05-05",87791,68378,"2001-07-18","2002-07-18"
87791,"1962-09-24",Oldrich,Sambasivam,F,"1999-05-05",87791,72194,"2002-07-18","9999-01-01"
87870,"1953-11-22",Yucai,Cmelik,F,"1999-01-05",87870,40648,"1999-01-05","2000-01-05"
87870,"1953-11-22",Yucai,Cmelik,F,"1999-01-05",87870,44470,"2000-01-05","2001-01-04"
87870,"1953-11-22",Yucai,Cmelik,F,"1999-01-05",87870,44121,"2001-01-04","2002-01-04"
87870,"1953-11-22",Yucai,Cmelik,F,"1999-01-05",87870,44189,"2002-01-04","9999-01-01"
88000,"1963-05-19",Kerryn,Mattern,F,"1999-04-09",88000,49943,"1999-04-09","1999-06-18"
88221,"1964-05-21",Toshimori,Unno,F,"1999-08-14",88221,73864,"1999-12-25","2000-12-24"
88221,"1964-05-21",Toshimori,Unno,F,"1999-08-14",88221,75003,"2000-12-24","2001-12-24"
88221,"1964-05-21",Toshimori,Unno,F,"1999-08-14",88221,78919,"2001-12-24","9999-01-01"
88415,"1959-06-23",Mabhin,Perly,M,"1999-04-26",88415,74180,"1999-04-26","2000-04-25"
88415,"1959-06-23",Mabhin,Perly,M,"1999-04-26",88415,75830,"2000-04-25","2001-04-25"
88415,"1959-06-23",Mabhin,Perly,M,"1999-04-26",88415,77435,"2001-04-25","2002-04-25"
88415,"1959-06-23",Mabhin,Perly,M,"1999-04-26",88415,80324,"2002-04-25","9999-01-01"
88826,"1962-08-25",Francoise,Krogh,M,"1999-01-27",88826,71769,"1999-07-05","2000-07-04"
88826,"1962-08-25",Francoise,Krogh,M,"1999-01-27",88826,72184,"2000-07-04","2001-07-04"
88826,"1962-08-25",Francoise,Krogh,M,"1999-01-27",88826,76102,"2001-07-04","2002-07-04"
88826,"1962-08-25",Francoise,Krogh,M,"1999-01-27",88826,77417,"2002-07-04","9999-01-01"
88986,"1961-05-10",Zissis,Milicic,M,"1999-05-02",88986,40000,"1999-12-14","2000-12-13"
88986,"1961-05-10",Zissis,Milicic,M,"1999-05-02",88986,41955,"2000-12-13","2001-12-13"
88986,"1961-05-10",Zissis,Milicic,M,"1999-05-02",88986,43347,"2001-12-13","9999-01-01"
89438,"1958-07-11",Zhilian,Braunschweig,F,"1999-01-29",89438,54353,"1999-01-29","2000-01-29"
89438,"1958-07-11",Zhilian,Braunschweig,F,"1999-01-29",89438,54488,"2000-01-29","2001-01-28"
89438,"1958-07-11",Zhilian,Braunschweig,F,"1999-01-29",89438,55619,"2001-01-28","2002-01-28"
89438,"1958-07-11",Zhilian,Braunschweig,F,"1999-01-29",89438,59397,"2002-01-28","9999-01-01"
89511,"1956-07-22",Kazuhiro,DuBourdieux,M,"1999-11-27",89511,51757,"1999-11-27","2000-11-26"
89511,"1956-07-22",Kazuhiro,DuBourdieux,M,"1999-11-27",89511,51984,"2000-11-26","2001-11-26"
89511,"1956-07-22",Kazuhiro,DuBourdieux,M,"1999-11-27",89511,51732,"2001-11-26","9999-01-01"
89549,"1956-05-11",Atilio,Yemenis,F,"1999-02-06",89549,66394,"1999-02-16","2000-02-16"
89549,"1956-05-11",Atilio,Yemenis,F,"1999-02-06",89549,65980,"2000-02-16","2001-02-15"
89549,"1956-05-11",Atilio,Yemenis,F,"1999-02-06",89549,66990,"2001-02-15","2002-02-15"
89549,"1956-05-11",Atilio,Yemenis,F,"1999-02-06",89549,70848,"2002-02-15","9999-01-01"
89706,"1960-08-02",Shai,Naudin,M,"1999-01-24",89706,58106,"1999-09-01","2000-08-31"
89706,"1960-08-02",Shai,Naudin,M,"1999-01-24",89706,58898,"2000-08-31","2001-08-31"
89706,"1960-08-02",Shai,Naudin,M,"1999-01-24",89706,62774,"2001-08-31","9999-01-01"
89737,"1957-02-09",Huiqun,Sundgren,M,"1999-04-21",89737,40000,"1999-08-29","2000-08-28"
89737,"1957-02-09",Huiqun,Sundgren,M,"1999-04-21",89737,39975,"2000-08-28","2001-08-28"
89737,"1957-02-09",Huiqun,Sundgren,M,"1999-04-21",89737,43925,"2001-08-28","9999-01-01"
89870,"1960-11-07",Huei,Swen,F,"1999-11-19",89870,46123,"1999-11-19","2000-11-18"
89870,"1960-11-07",Huei,Swen,F,"1999-11-19",89870,48923,"2000-11-18","2001-11-18"
89870,"1960-11-07",Huei,Swen,F,"1999-11-19",89870,49064,"2001-11-18","9999-01-01"
89964,"1957-04-27",Yefim,Mamelak,F,"1999-05-29",89964,40000,"1999-05-29","2000-05-28"
89964,"1957-04-27",Yefim,Mamelak,F,"1999-05-29",89964,40925,"2000-05-28","2001-05-28"
89964,"1957-04-27",Yefim,Mamelak,F,"1999-05-29",89964,43492,"2001-05-28","2002-05-28"
89964,"1957-04-27",Yefim,Mamelak,F,"1999-05-29",89964,44006,"2002-05-28","9999-01-01"
90015,"1952-11-17",Tse,Ducloy,M,"1999-06-23",90015,40000,"2000-01-23","2001-01-22"
90015,"1952-11-17",Tse,Ducloy,M,"1999-06-23",90015,39738,"2001-01-22","2002-01-22"
90015,"1952-11-17",Tse,Ducloy,M,"1999-06-23",90015,40985,"2002-01-22","9999-01-01"
90424,"1963-10-20",Nahum,England,F,"1999-04-20",90424,42789,"1999-07-07","2000-07-06"
90424,"1963-10-20",Nahum,England,F,"1999-04-20",90424,45856,"2000-07-06","2001-07-06"
90424,"1963-10-20",Nahum,England,F,"1999-04-20",90424,46801,"2001-07-06","2002-07-06"
90424,"1963-10-20",Nahum,England,F,"1999-04-20",90424,51043,"2002-07-06","9999-01-01"
90500,"1963-06-07",Zdislav,Yurov,F,"1999-06-02",90500,40227,"1999-06-02","2000-06-01"
90500,"1963-06-07",Zdislav,Yurov,F,"1999-06-02",90500,44574,"2000-06-01","2001-06-01"
90500,"1963-06-07",Zdislav,Yurov,F,"1999-06-02",90500,48809,"2001-06-01","2002-06-01"
90500,"1963-06-07",Zdislav,Yurov,F,"1999-06-02",90500,50544,"2002-06-01","9999-01-01"
90609,"1961-06-30",Kayoko,Baez,M,"1999-05-03",90609,63672,"1999-05-03","2000-05-02"
90609,"1961-06-30",Kayoko,Baez,M,"1999-05-03",90609,66289,"2000-05-02","2001-05-02"
90609,"1961-06-30",Kayoko,Baez,M,"1999-05-03",90609,67053,"2001-05-02","2002-05-02"
90609,"1961-06-30",Kayoko,Baez,M,"1999-05-03",90609,68423,"2002-05-02","9999-01-01"
90626,"1955-08-31",Vidar,Muhlberg,F,"1999-01-22",90626,42807,"1999-01-22","2000-01-22"
90626,"1955-08-31",Vidar,Muhlberg,F,"1999-01-22",90626,45705,"2000-01-22","2001-01-21"
90626,"1955-08-31",Vidar,Muhlberg,F,"1999-01-22",90626,45486,"2001-01-21","2002-01-21"
90626,"1955-08-31",Vidar,Muhlberg,F,"1999-01-22",90626,48941,"2002-01-21","9999-01-01"
90861,"1963-11-27",Shirish,Hasenauer,F,"1999-08-06",90861,40000,"1999-08-06","2000-06-09"
90996,"1960-07-03",Dannz,Kamble,F,"1999-12-18",90996,43483,"1999-12-18","2000-12-17"
90996,"1960-07-03",Dannz,Kamble,F,"1999-12-18",90996,44895,"2000-12-17","2001-12-17"
90996,"1960-07-03",Dannz,Kamble,F,"1999-12-18",90996,48096,"2001-12-17","9999-01-01"
91937,"1958-09-09",Rosalyn,Pettis,F,"1999-06-29",91937,43329,"1999-06-29","1999-11-05"
92030,"1952-04-25",Vitaly,Zobel,M,"1999-11-15",92030,89090,"1999-11-15","2000-11-14"
92030,"1952-04-25",Vitaly,Zobel,M,"1999-11-15",92030,91693,"2000-11-14","2001-11-14"
92030,"1952-04-25",Vitaly,Zobel,M,"1999-11-15",92030,94512,"2001-11-14","9999-01-01"
92391,"1954-10-22",Sandeepan,Zallocco,M,"1999-08-10",92391,67261,"1999-08-10","2000-08-09"
92391,"1954-10-22",Sandeepan,Zallocco,M,"1999-08-10",92391,69475,"2000-08-09","2001-08-09"
92391,"1954-10-22",Sandeepan,Zallocco,M,"1999-08-10",92391,69625,"2001-08-09","9999-01-01"
92499,"1953-04-20",Valery,Jording,M,"1999-10-10",92499,49411,"2000-01-16","2001-01-15"
92499,"1953-04-20",Valery,Jording,M,"1999-10-10",92499,53023,"2001-01-15","2002-01-15"
92499,"1953-04-20",Valery,Jording,M,"1999-10-10",92499,56835,"2002-01-15","9999-01-01"
92653,"1964-08-17",Martijn,Fortenbacher,F,"1999-09-21",92653,43294,"1999-11-02","2000-11-01"
92653,"1964-08-17",Martijn,Fortenbacher,F,"1999-09-21",92653,46661,"2000-11-01","2001-11-01"
92653,"1964-08-17",Martijn,Fortenbacher,F,"1999-09-21",92653,47384,"2001-11-01","9999-01-01"
92814,"1964-07-28",Parviz,Godskesen,F,"1999-02-16",92814,45400,"1999-02-16","2000-02-16"
92814,"1964-07-28",Parviz,Godskesen,F,"1999-02-16",92814,47904,"2000-02-16","2001-02-15"
92814,"1964-07-28",Parviz,Godskesen,F,"1999-02-16",92814,48085,"2001-02-15","2002-02-15"
92814,"1964-07-28",Parviz,Godskesen,F,"1999-02-16",92814,51567,"2002-02-15","9999-01-01"
92997,"1962-01-28",Richard,Demos,M,"1999-08-07",92997,40000,"1999-12-13","2000-12-12"
92997,"1962-01-28",Richard,Demos,M,"1999-08-07",92997,40200,"2000-12-12","2001-12-12"
92997,"1962-01-28",Richard,Demos,M,"1999-08-07",92997,41511,"2001-12-12","9999-01-01"
93009,"1964-11-03",Miyeon,Penttonen,M,"1999-01-14",93009,45033,"1999-01-14","2000-01-14"
93009,"1964-11-03",Miyeon,Penttonen,M,"1999-01-14",93009,47050,"2000-01-14","2001-01-13"
93009,"1964-11-03",Miyeon,Penttonen,M,"1999-01-14",93009,46943,"2001-01-13","2002-01-13"
93009,"1964-11-03",Miyeon,Penttonen,M,"1999-01-14",93009,48266,"2002-01-13","9999-01-01"
93028,"1964-03-07",Claudi,Chinin,M,"1999-02-06",93028,69276,"1999-08-15","2000-08-14"
93028,"1964-03-07",Claudi,Chinin,M,"1999-02-06",93028,70270,"2000-08-14","2001-08-14"
93028,"1964-03-07",Claudi,Chinin,M,"1999-02-06",93028,73275,"2001-08-14","2001-12-31"
93122,"1957-11-20",Nobuyoshi,Greibach,F,"1999-12-10",93122,41476,"1999-12-10","2000-12-09"
93122,"1957-11-20",Nobuyoshi,Greibach,F,"1999-12-10",93122,45006,"2000-12-09","2001-12-09"
93122,"1957-11-20",Nobuyoshi,Greibach,F,"1999-12-10",93122,47620,"2001-12-09","9999-01-01"
93188,"1963-06-15",Roded,Angot,M,"1999-01-04",93188,43093,"1999-10-15","2000-10-14"
93188,"1963-06-15",Roded,Angot,M,"1999-01-04",93188,46745,"2000-10-14","2001-10-14"
93188,"1963-06-15",Roded,Angot,M,"1999-01-04",93188,48258,"2001-10-14","2002-06-24"
93223,"1960-10-10",Vishwani,Templeman,F,"1999-01-08",93223,74120,"1999-01-08","2000-01-08"
93223,"1960-10-10",Vishwani,Templeman,F,"1999-01-08",93223,76501,"2000-01-08","2001-01-07"
93223,"1960-10-10",Vishwani,Templeman,F,"1999-01-08",93223,77521,"2001-01-07","2002-01-07"
93223,"1960-10-10",Vishwani,Templeman,F,"1999-01-08",93223,77740,"2002-01-07","9999-01-01"
94212,"1964-07-06",Joydip,Mayerwieser,M,"1999-02-14",94212,70467,"1999-02-14","2000-02-14"
94212,"1964-07-06",Joydip,Mayerwieser,M,"1999-02-14",94212,74934,"2000-02-14","2001-02-13"
94212,"1964-07-06",Joydip,Mayerwieser,M,"1999-02-14",94212,77852,"2001-02-13","2001-06-25"
94325,"1957-11-05",KayLiang,Krychniak,M,"1999-08-23",94325,56599,"1999-09-07","1999-12-29"
94646,"1956-05-08",Mahendra,Kawashimo,F,"1999-01-31",94646,48339,"1999-08-03","2000-08-02"
94646,"1956-05-08",Mahendra,Kawashimo,F,"1999-01-31",94646,52124,"2000-08-02","2001-08-02"
94646,"1956-05-08",Mahendra,Kawashimo,F,"1999-01-31",94646,53607,"2001-08-02","9999-01-01"
94798,"1953-05-13",Youpyo,Kossowski,M,"1999-06-04",94798,40000,"1999-06-04","2000-06-03"
94798,"1953-05-13",Youpyo,Kossowski,M,"1999-06-04",94798,43135,"2000-06-03","2000-06-11"
94994,"1952-11-10",Hairong,Caine,F,"1999-01-16",94994,41798,"1999-01-16","2000-01-16"
94994,"1952-11-10",Hairong,Caine,F,"1999-01-16",94994,45982,"2000-01-16","2001-01-15"
94994,"1952-11-10",Hairong,Caine,F,"1999-01-16",94994,46249,"2001-01-15","2002-01-15"
94994,"1952-11-10",Hairong,Caine,F,"1999-01-16",94994,46840,"2002-01-15","2002-02-27"
95870,"1955-10-07",Manibrata,Bennet,M,"1999-02-10",95870,43944,"1999-08-28","2000-08-27"
95870,"1955-10-07",Manibrata,Bennet,M,"1999-02-10",95870,47218,"2000-08-27","2001-08-27"
95870,"1955-10-07",Manibrata,Bennet,M,"1999-02-10",95870,49671,"2001-08-27","9999-01-01"
95911,"1956-05-01",Mariusz,Vrecion,M,"1999-02-12",95911,40000,"1999-09-13","2000-09-12"
95911,"1956-05-01",Mariusz,Vrecion,M,"1999-02-12",95911,39551,"2000-09-12","2001-09-12"
95911,"1956-05-01",Mariusz,Vrecion,M,"1999-02-12",95911,40844,"2001-09-12","9999-01-01"
96199,"1959-06-13",Bluma,Sadowski,F,"1999-05-09",96199,45307,"1999-10-30","2000-10-29"
96199,"1959-06-13",Bluma,Sadowski,F,"1999-05-09",96199,48036,"2000-10-29","2001-10-28"
96199,"1959-06-13",Bluma,Sadowski,F,"1999-05-09",96199,49189,"2001-10-28","9999-01-01"
96382,"1960-11-25",Chuanti,Radhakrishnan,M,"1999-07-22",96382,54704,"1999-07-22","2000-07-21"
96382,"1960-11-25",Chuanti,Radhakrishnan,M,"1999-07-22",96382,57206,"2000-07-21","2000-09-02"
96519,"1962-05-06",Rajmohan,Angiulli,F,"1999-02-13",96519,40000,"1999-02-13","2000-02-13"
96519,"1962-05-06",Rajmohan,Angiulli,F,"1999-02-13",96519,41476,"2000-02-13","2001-02-12"
96519,"1962-05-06",Rajmohan,Angiulli,F,"1999-02-13",96519,43151,"2001-02-12","2002-02-12"
96519,"1962-05-06",Rajmohan,Angiulli,F,"1999-02-13",96519,45958,"2002-02-12","9999-01-01"
96798,"1959-05-24",Jinya,Siochi,M,"1999-02-25",96798,40000,"1999-06-15","2000-06-14"
96798,"1959-05-24",Jinya,Siochi,M,"1999-02-25",96798,41861,"2000-06-14","2001-06-14"
96798,"1959-05-24",Jinya,Siochi,M,"1999-02-25",96798,44675,"2001-06-14","2002-06-14"
96798,"1959-05-24",Jinya,Siochi,M,"1999-02-25",96798,44304,"2002-06-14","9999-01-01"
97010,"1959-04-09",Marin,Veccia,M,"1999-04-23",97010,40000,"2000-01-24","2001-01-23"
97010,"1959-04-09",Marin,Veccia,M,"1999-04-23",97010,44386,"2001-01-23","2002-01-23"
97010,"1959-04-09",Marin,Veccia,M,"1999-04-23",97010,45805,"2002-01-23","9999-01-01"
97256,"1952-08-31",Gianluca,Kermarrec,M,"1999-01-24",97256,48784,"1999-01-24","2000-01-24"
97256,"1952-08-31",Gianluca,Kermarrec,M,"1999-01-24",97256,49052,"2000-01-24","2001-01-23"
97256,"1952-08-31",Gianluca,Kermarrec,M,"1999-01-24",97256,52018,"2001-01-23","2001-07-23"
97318,"1961-12-26",Rosalie,Facello,M,"1999-03-07",97318,59273,"1999-04-30","2000-04-29"
97318,"1961-12-26",Rosalie,Facello,M,"1999-03-07",97318,63313,"2000-04-29","2001-04-29"
97318,"1961-12-26",Rosalie,Facello,M,"1999-03-07",97318,67703,"2001-04-29","2002-04-29"
97318,"1961-12-26",Rosalie,Facello,M,"1999-03-07",97318,68018,"2002-04-29","9999-01-01"
97454,"1961-05-28",Xinyu,Bugrara,F,"1999-01-11",97454,91552,"1999-04-14","2000-04-13"
97454,"1961-05-28",Xinyu,Bugrara,F,"1999-01-11",97454,92540,"2000-04-13","2001-04-13"
97454,"1961-05-28",Xinyu,Bugrara,F,"1999-01-11",97454,93831,"2001-04-13","2002-04-13"
97454,"1961-05-28",Xinyu,Bugrara,F,"1999-01-11",97454,94423,"2002-04-13","9999-01-01"
97526,"1959-08-10",Sudhanshu,Zongker,M,"1999-01-10",97526,40000,"1999-07-29","2000-07-28"
97526,"1959-08-10",Sudhanshu,Zongker,M,"1999-01-10",97526,44411,"2000-07-28","2001-07-28"
97526,"1959-08-10",Sudhanshu,Zongker,M,"1999-01-10",97526,47025,"2001-07-28","2002-07-28"
97526,"1959-08-10",Sudhanshu,Zongker,M,"1999-01-10",97526,51450,"2002-07-28","9999-01-01"
97559,"1961-11-13",Zhaofang,Mawatari,F,"1999-01-29",97559,80461,"1999-01-29","2000-01-29"
97559,"1961-11-13",Zhaofang,Mawatari,F,"1999-01-29",97559,83505,"2000-01-29","2001-01-28"
